HGNC symbol,GO term name
SLCO1A2,xenobiotic metabolic process
SLCO1A2,organic cation transmembrane transporter activity
SLCO1A2,bile acid and bile salt transport
SLCO1A2,sodium-independent organic anion transmembrane transporter activity
SLCO1A2,sodium-independent organic anion transport
SLCO1A2,bile acid transmembrane transporter activity
SLCO1A2,organic cation transport
SLCO1A2,organic anion transport
SLCO1A2,apical plasma membrane
SLCO1A2,
SLCO1B1,membrane
SLCO1B1,protein binding
SLCO1B1,transmembrane transporter activity
SLCO1B1,transmembrane transport
SLCO1B1,plasma membrane
SLCO1B1,monoatomic ion transport
SLCO1B1,lipid transport
SLCO1B1,basolateral plasma membrane
SLCO1B1,organic anion transmembrane transporter activity
SLCO1B1,basal plasma membrane
SLCO1B1,xenobiotic metabolic process
SLCO1B1,prostaglandin transmembrane transporter activity
SLCO1B1,bile acid and bile salt transport
SLCO1B1,sodium-independent organic anion transmembrane transporter activity
SLCO1B1,prostaglandin transport
SLCO1B1,heme catabolic process
SLCO1B1,sodium-independent organic anion transport
SLCO1B1,bile acid transmembrane transporter activity
SLCO1B1,organic anion transport
SLCO1B1,thyroid hormone transport
SLCO1B1,thyroid hormone transmembrane transporter activity
SLCO1B3,membrane
SLCO1B3,transmembrane transporter activity
SLCO1B3,transmembrane transport
SLCO1B3,plasma membrane
SLCO1B3,monoatomic ion transport
SLCO1B3,protein binding
SLCO1B3,lipid transport
SLCO1B3,basolateral plasma membrane
SLCO1B3,serine-type endopeptidase inhibitor activity
SLCO1B3,peptidase inhibitor activity
SLCO1B3,organic anion transmembrane transporter activity
SLCO1B3,basal plasma membrane
SLCO1B3,xenobiotic metabolic process
SLCO1B3,bile acid and bile salt transport
SLCO1B3,sodium-independent organic anion transmembrane transporter activity
SLCO1B3,heme catabolic process
SLCO1B3,sodium-independent organic anion transport
SLCO1B3,bile acid transmembrane transporter activity
SLCO1B3,organic anion transport
SLCO1B3,
SLCO1B7,
SLCO1C1,
SLCO1C1,membrane
SLCO1C1,protein binding
SLCO1C1,transmembrane transport
SLCO1C1,transmembrane transporter activity
SLCO1C1,plasma membrane
SLCO1C1,monoatomic ion transport
SLCO1C1,lipid transport
SLCO1C1,organic anion transmembrane transporter activity
SLCO1C1,transport across blood-brain barrier
SLCO1C1,basolateral plasma membrane
SLCO1C1,sodium-independent organic anion transmembrane transporter activity
SLCO1C1,sodium-independent organic anion transport
SLCO1C1,bile acid and bile salt transport
SLCO1C1,thyroid hormone transmembrane transporter activity
SLCO1C1,thyroid hormone transport
SLCO1C1,bile acid transmembrane transporter activity
SLCO1C1,positive regulation of thyroid hormone generation
SLCO2A1,membrane
SLCO2A1,protein binding
SLCO2A1,transmembrane transporter activity
SLCO2A1,transmembrane transport
SLCO2A1,cytoplasm
SLCO2A1,plasma membrane
SLCO2A1,lysosome
SLCO2A1,lipid transport
SLCO2A1,basal plasma membrane
SLCO2A1,sodium-independent organic anion transmembrane transporter activity
SLCO2A1,sodium-independent organic anion transport
SLCO2A1,lipid transporter activity
SLCO2A1,prostaglandin transmembrane transporter activity
SLCO2A1,prostaglandin transport
SLCO2A1,monoatomic ion transport
SLCO2A1,
SLCO2B1,
SLCO2B1,membrane
SLCO2B1,transmembrane transport
SLCO2B1,protein binding
SLCO2B1,plasma membrane
SLCO2B1,monoatomic ion transport
SLCO2B1,transmembrane transporter activity
SLCO2B1,apical plasma membrane
SLCO2B1,basolateral plasma membrane
SLCO2B1,organic anion transmembrane transporter activity
SLCO2B1,basal plasma membrane
SLCO2B1,xenobiotic metabolic process
SLCO2B1,transport across blood-brain barrier
SLCO2B1,prostaglandin transmembrane transporter activity
SLCO2B1,organic anion transport
SLCO2B1,sodium-independent organic anion transmembrane transporter activity
SLCO2B1,prostaglandin transport
SLCO2B1,heme catabolic process
SLCO2B1,sodium-independent organic anion transport
SLCO3A1,membrane
SLCO3A1,protein binding
SLCO3A1,transmembrane transport
SLCO3A1,plasma membrane
SLCO3A1,monoatomic ion transport
SLCO3A1,apical plasma membrane
SLCO3A1,basolateral plasma membrane
SLCO3A1,organic anion transmembrane transporter activity
SLCO3A1,basal plasma membrane
SLCO3A1,positive regulation of NF-kappaB transcription factor activity
SLCO3A1,transport across blood-brain barrier
SLCO3A1,prostaglandin transmembrane transporter activity
SLCO3A1,positive regulation of protein phosphorylation
SLCO3A1,sodium-independent organic anion transmembrane transporter activity
SLCO3A1,sodium-independent organic anion transport
SLCO3A1,prostaglandin transport
SLCO3A1,
SLCO4A1,membrane
SLCO4A1,protein binding
SLCO4A1,transmembrane transporter activity
SLCO4A1,transmembrane transport
SLCO4A1,organic anion transmembrane transporter activity
SLCO4A1,organic anion transport
SLCO4A1,plasma membrane
SLCO4A1,monoatomic ion transport
SLCO4A1,prostaglandin transmembrane transporter activity
SLCO4A1,sodium-independent organic anion transmembrane transporter activity
SLCO4A1,prostaglandin transport
SLCO4A1,sodium-independent organic anion transport
SLCO4A1,thyroid hormone transmembrane transporter activity
SLCO4A1,thyroid hormone transport
SLCO4A1,
SLCO4C1,membrane
SLCO4C1,protein binding
SLCO4C1,transmembrane transporter activity
SLCO4C1,transmembrane transport
SLCO4C1,plasma membrane
SLCO4C1,monoatomic ion transport
SLCO4C1,cell differentiation
SLCO4C1,basolateral plasma membrane
SLCO4C1,spermatogenesis
SLCO4C1,organic anion transmembrane transporter activity
SLCO4C1,extracellular exosome
SLCO4C1,specific granule membrane
SLCO4C1,azurophil granule membrane
SLCO4C1,sodium-independent organic anion transmembrane transporter activity
SLCO4C1,sodium-independent organic anion transport
SLCO5A1,membrane
SLCO5A1,protein binding
SLCO5A1,transmembrane transporter activity
SLCO5A1,transmembrane transport
SLCO5A1,intracellular membrane-bounded organelle
SLCO5A1,plasma membrane
SLCO5A1,sodium-independent organic anion transmembrane transporter activity
SLCO5A1,sodium-independent organic anion transport
SLCO5A1,
SPNS1,membrane
SPNS1,signal transduction
SPNS1,transmembrane transporter activity
SPNS1,transmembrane transport
SPNS1,
SPNS1,mitochondrion
SPNS1,mitochondrial inner membrane
SPNS1,lysosome
SPNS1,lysosomal membrane
SPNS1,lipid transport
SPNS1,protein binding
SPNS1,phospholipid efflux
SPNS1,regulation of lysosomal lumen pH
SPNS1,lysophospholipid transport
SPNS2,transmembrane transporter activity
SPNS2,transmembrane transport
SPNS2,membrane
SPNS2,plasma membrane
SPNS2,endosome
SPNS2,endosome membrane
SPNS2,lipid transport
SPNS2,sensory perception of sound
SPNS2,sphingolipid transporter activity
SPNS2,sphingosine-1-phosphate receptor signaling pathway
SPNS2,sphingolipid biosynthetic process
SPNS2,regulation of T cell migration
SPNS2,B cell homeostasis
SPNS2,lymphocyte homeostasis
SPNS2,regulation of humoral immune response
SPNS2,sphingolipid metabolic process
SPNS2,T cell homeostasis
SPNS2,regulation of eye pigmentation
SPNS2,lymph node development
SPNS2,bone development
SPNS2,lymphocyte migration
SPNS2,
SPNS3,transmembrane transporter activity
SPNS3,transmembrane transport
SPNS3,membrane
SPNS3,lipid transport
SPNS3,
SV2A,membrane
SV2A,transmembrane transporter activity
SV2A,transmembrane transport
SV2A,chemical synaptic transmission
SV2A,cell projection
SV2A,cytoplasmic vesicle
SV2A,plasma membrane
SV2A,synapse
SV2A,synaptic vesicle membrane
SV2A,presynapse
SV2A,neuron projection
SV2A,neurotransmitter transport
SV2A,endoplasmic reticulum
SV2A,protein kinase binding
SV2A,synaptic vesicle
SV2A,cellular calcium ion homeostasis
SV2A,regulation of gamma-aminobutyric acid secretion
SV2A,synaptic vesicle priming
SV2A,cell-cell junction
SV2A,dendrite
SV2A,neuromuscular junction
SV2A,neuronal cell body
SV2A,presynaptic active zone
SV2A,glutamatergic synapse
SV2A,GABA-ergic synapse
SV2B,membrane
SV2B,transmembrane transporter activity
SV2B,transmembrane transport
SV2B,chemical synaptic transmission
SV2B,cytoplasmic vesicle
SV2B,plasma membrane
SV2B,protein binding
SV2B,synapse
SV2B,acrosomal vesicle
SV2B,synaptic vesicle membrane
SV2B,neurotransmitter transport
SV2B,synaptic vesicle
SV2B,regulation of presynaptic cytosolic calcium ion concentration
SV2B,regulation of synaptic vesicle exocytosis
SV2B,
SV2C,membrane
SV2C,transmembrane transporter activity
SV2C,transmembrane transport
SV2C,chemical synaptic transmission
SV2C,cytoplasmic vesicle
SV2C,plasma membrane
SV2C,protein binding
SV2C,synapse
SV2C,synaptic vesicle membrane
SV2C,neurotransmitter transport
SV2C,synaptic vesicle
SV2C,regulation of synaptic vesicle exocytosis
SV2C,dopaminergic synapse
SV2C,
SVOP,membrane
SVOP,transmembrane transporter activity
SVOP,transmembrane transport
SVOP,cytoplasmic vesicle
SVOP,protein binding
SVOP,synapse
SVOP,synaptic vesicle membrane
SVOP,basal plasma membrane
SVOP,xenobiotic transport
SVOP,synaptic vesicle
SVOP,
SVOPL,membrane
SVOPL,transmembrane transporter activity
SVOPL,transmembrane transport
SVOPL,cellular anatomical entity
SVOPL,protein binding
SVOPL,
TMEM165,membrane
TMEM165,Golgi apparatus
TMEM165,intracellular membrane-bounded organelle
TMEM165,lysosomal membrane
TMEM165,Golgi membrane
TMEM165,endosome membrane
TMEM165,antiporter activity
TMEM165,calcium ion transport
TMEM165,cellular calcium ion homeostasis
TMEM165,calcium ion transmembrane transport
TMEM165,trans-Golgi network membrane
TMEM165,protein N-linked glycosylation
TMEM165,cis-Golgi network membrane
TMEM165,manganese ion transmembrane transporter activity
TMEM165,manganese ion transport
TMEM165,Golgi calcium ion transport
TMEM165,regulation of lysosomal lumen pH
TMEM165,calcium ion transmembrane transporter activity
TMEM165,Golgi calcium ion homeostasis
TMEM165,manganese ion transmembrane transport
TMEM165,
TMEM241,
TMEM241,membrane
TMEM241,protein binding
TMEM241,transmembrane transport
TMEM241,Golgi apparatus
TMEM241,antiporter activity
TMEM241,carbohydrate transport
TUSC3,
TUSC3,membrane
TUSC3,endoplasmic reticulum
TUSC3,endoplasmic reticulum membrane
TUSC3,plasma membrane
TUSC3,mitochondrion
TUSC3,magnesium ion transport
TUSC3,magnesium ion transmembrane transport
TUSC3,transmembrane transport
TUSC3,cognition
TUSC3,protein glycosylation
TUSC3,protein N-linked glycosylation
TUSC3,protein N-linked glycosylation via asparagine
TUSC3,oligosaccharyltransferase complex
TUSC3,magnesium ion transmembrane transporter activity
UCP1,mitochondrial transport
UCP1,mitochondrial membrane
UCP1,membrane
UCP1,monoatomic ion transport
UCP1,mitochondrion
UCP1,mitochondrial inner membrane
UCP1,transmembrane transporter activity
UCP1,proton transmembrane transport
UCP1,monoatomic ion transmembrane transport
UCP1,cellular response to reactive oxygen species
UCP1,positive regulation of cold-induced thermogenesis
UCP1,cellular response to fatty acid
UCP1,adaptive thermogenesis
UCP1,cardiolipin binding
UCP1,cellular response to hormone stimulus
UCP1,proton transmembrane transporter activity
UCP1,regulation of reactive oxygen species biosynthetic process
UCP1,response to cold
UCP1,oxidative phosphorylation uncoupler activity
UCP1,response to nutrient levels
UCP1,long-chain fatty acid binding
UCP1,GTP binding
UCP1,GDP binding
UCP1,purine ribonucleotide binding
UCP1,diet induced thermogenesis
UCP1,regulation of transcription by RNA polymerase II
UCP1,response to temperature stimulus
UCP1,brown fat cell differentiation
UCP1,cellular response to cold
UCP1,cellular response to dehydroepiandrosterone
UCP1,mitochondrial transmembrane transport
UCP1,mitochondrial envelope
UCP2,mitochondrial transport
UCP2,mitochondrial membrane
UCP2,membrane
UCP2,mitochondrion
UCP2,mitochondrial inner membrane
UCP2,glycolytic process
UCP2,protein homodimerization activity
UCP2,protein binding
UCP2,antiporter activity
UCP2,chloride transmembrane transport
UCP2,mitochondrial fission
UCP2,response to superoxide
UCP2,response to hypoxia
UCP2,female pregnancy
UCP2,response to glucose
UCP2,macrophage differentiation
UCP2,cellular response to insulin stimulus
UCP2,cellular response to hormone stimulus
UCP2,cellular response to amino acid starvation
UCP2,negative regulation of apoptotic process
UCP2,negative regulation of neuron apoptotic process
UCP2,regulation of mitochondrial membrane potential
UCP2,negative regulation of insulin secretion involved in cellular response to glucose stimulus
UCP2,response to fatty acid
UCP2,cellular response to lead ion
UCP2,cellular response to glucose stimulus
UCP2,reactive oxygen species metabolic process
UCP2,liver regeneration
UCP2,positive regulation of cold-induced thermogenesis
UCP2,glutamine metabolic process
UCP2,sulfate transmembrane transport
UCP2,phosphate ion transmembrane transport
UCP2,malate transmembrane transport
UCP2,proton transmembrane transport
UCP2,chloride transmembrane transporter activity
UCP2,L-aspartate transmembrane transport
UCP2,proton transmembrane transporter activity
UCP2,response to cold
UCP2,oxidative phosphorylation uncoupler activity
UCP2,mitochondrial transmembrane transport
UCP2,adaptive thermogenesis
UCP2,L-aspartate transmembrane transporter activity
UCP2,secondary active sulfate transmembrane transporter activity
UCP2,oxaloacetate transmembrane transporter activity
UCP2,malate transmembrane transporter activity
UCP2,phosphate ion uniporter activity
UCP2,C4-dicarboxylate transport
UCP2,oxaloacetate(2-) transmembrane transport
UCP2,
UCP3,mitochondrial transport
UCP3,mitochondrial membrane
UCP3,membrane
UCP3,mitochondrion
UCP3,mitochondrial inner membrane
UCP3,protein binding
UCP3,proton transmembrane transport
UCP3,proton transmembrane transporter activity
UCP3,oxidative phosphorylation uncoupler activity
UCP3,response to superoxide
UCP3,response to hypoxia
UCP3,fatty acid metabolic process
UCP3,response to nutrient
UCP3,response to activity
UCP3,response to insulin
UCP3,cellular response to hormone stimulus
UCP3,response to steroid hormone
UCP3,response to glucocorticoid
UCP3,lipid hydroperoxide transport
UCP3,lipid metabolic process
UCP3,respiratory gaseous exchange by respiratory system
UCP3,response to cold
UCP3,mitochondrial transmembrane transport
UCP3,adaptive thermogenesis
UCP3,
XPR1,membrane
XPR1,plasma membrane
XPR1,virus receptor activity
XPR1,response to virus
XPR1,viral entry into host cell
XPR1,cytoplasm
XPR1,Golgi apparatus
XPR1,efflux transmembrane transporter activity
XPR1,phosphate ion transmembrane transport
XPR1,cellular phosphate ion homeostasis
XPR1,inositol hexakisphosphate binding
XPR1,phosphate ion transmembrane transporter activity
XPR1,phosphate ion transport
XPR1,cellular response to phosphate starvation
XPR1,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
